,id,name,street,city,state,zip code,avg rating,total ratings,price level,date,hour,yelp_total_ratings,yelp_price_level
0,21,Songkran Thai Kitchen,1101 Uptown Park Blvd #8,Houston,TX,77056,4.3,456,2,10/25/20,1000,414,$$
